Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Job State,Job Simplified,Vader
109621.0,4.1,GSK,"Collegeville, PA",10000+,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,PA,statistician,0.35
93500.0,3.9,UT Southwestern Medical Center,Remote,10000+,Health Care Services & Hospitals,Healthcare,Remote,statistician,0.28
110834.0,4.2,Vertex Pharmaceuticals,"Boston, MA",1001 - 5000,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,MA,statistician,0.21
78740.0,4.3,Stanford University,"Redwood City, CA",10000+,Colleges & Universities,Education,CA,analyst,0.24
115500.0,4.1,Corteva Agriscience,"Indianapolis, IN",10000+,Farm Support,Agriculture,IN,research scientist,0.33
115000.0,3.7,Active Motif Inc,"Carlsbad, CA",51 - 200,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,CA,statistician,0.5
97062.0,4.0,Hospital for Special Surgery,"New York, NY",1001 - 5000,Health Care Services & Hospitals,Healthcare,NY,analyst,0.35
100638.0,3.9,Beam Inc.,"Chicago, IL",5001 - 10000,Food & Beverage Manufacturing,Manufacturing,IL,data scientist,0.46
120000.0,3.9,Leidos,"Arlington, VA",10000+,Aerospace & Defense,Aerospace & Defense,VA,mle,0.46
205000.0,4.1,Bloomberg,"New York, NY",10000+,Computer Hardware Development,Information Technology,NY,statistician,0.34
164600.0,4.3,Genentech,"South San Francisco, CA",10000+,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,CA,data scientist,0.31
145000.0,4.3,Horizon Therapeutics,"Deerfield, IL",501 - 1000,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,IL,data scientist,0.4
116383.0,4.1,SullivanCotter,"Atlanta, GA",201 - 500,Business Consulting,Management & Consulting,GA,data scientist,0.3
136508.0,3.3,Adtalem Global Education,Remote,10000+,Colleges & Universities,Education,Remote,data scientist,0.26
121142.0,4.1,Fives,"Seattle, WA",5001 - 10000,Machinery Manufacturing,Manufacturing,WA,mle,0.34
189971.0,3.8,Comcast,"Irvine, CA",10000+,Telecommunications Services,Telecommunications,CA,data scientist,0.28
114579.0,4.5,Highlight Technologies,"Washington, DC",201 - 500,Information Technology Support Services,Information Technology,DC,data scientist,0.46
70229.0,3.5,Tyson Foods,"Springdale, AR",10000+,Food & Beverage Manufacturing,Manufacturing,AR,data scientist,0.29
185000.0,3.7,Vanguard,Remote,10000+,Investment & Asset Management,Financial Services,Remote,mle,0.41
146250.0,3.7,Logic20/20 Inc.,Remote,201 - 500,Business Consulting,Management & Consulting,Remote,data engineer,0.47
160000.0,4.1,DW Simpson,"Fairfield, OH",51 - 200,HR Consulting,Human Resources & Staffing,OH,data scientist,0.35
141000.0,3.6,Honeywell,"Charlotte, NC",5001 - 10000,Business Consulting,Management & Consulting,NC,data scientist,0.36
134100.0,4.1,Navy Federal Credit Union,"Vienna, VA",10000+,Banking & Lending,Financial Services,VA,data scientist,0.35
120000.0,4.5,Liberty Personnel Services,"Lawrenceville, NJ",1 - 50,HR Consulting,Human Resources & Staffing,NJ,data scientist,0.3
160000.0,4.2,The HT Group,"Austin, TX",1 - 50,HR Consulting,Human Resources & Staffing,TX,data scientist,0.23
182375.0,3.4,Allstate,"Chicago, IL",10000+,Insurance Agencies & Brokerages,Insurance,IL,data scientist,0.35
160500.0,4.4,Ayahealthcare,Oregon,5001 - 10000,HR Consulting,Human Resources & Staffing,OR,mle,0.4
193300.0,3.9,Alaska Airlines,"Seattle, WA",10000+,"Airlines, Airports & Air Transportation",Transportation & Logistics,WA,data scientist,0.35
106345.0,4.2,MATRIX Resources,"Phoenix, TX",201 - 500,Staffing & Subcontracting,Human Resources & Staffing,TX,mle,0.34
123460.0,3.9,Insight Global,"Phoenix, AZ",1001 - 5000,HR Consulting,Human Resources & Staffing,AZ,mle,0.29
93698.0,3.7,Vanguard,"Charlotte, NC",10000+,Investment & Asset Management,Financial Services,NC,analyst,0.34
82640.0,4.5,Joule,"Florham Park, NJ",201 - 500,HR Consulting,Human Resources & Staffing,NJ,data scientist,0.15
101000.0,3.0,NJM Insurance,"Trenton, NJ",1001 - 5000,Insurance Carriers,Insurance,NJ,analyst,0.28
884000.0,3.0,"Penda Aiken, Inc.","Long Island City, NY",51 - 200,HR Consulting,Human Resources & Staffing,NY,analyst,0.42
150000.0,4.5,Joule,"Cranbury, NJ",201 - 500,HR Consulting,Human Resources & Staffing,NJ,data scientist,0.12
72940.0,3.3,Adtalem Global Education,Remote,10000+,Colleges & Universities,Education,Remote,analyst,0.48
101335.0,3.3,Houston Independent School District,"Houston, TX",10000+,Preschools & Child Care Services,Education,TX,analyst,0.15
114943.0,4.0,CPChem,"The Woodlands, TX",1001 - 5000,Chemical Manufacturing,Manufacturing,TX,data scientist,0.31
120100.0,4.0,SCAN Health Plan,"Long Beach, CA",1001 - 5000,Insurance Carriers,Insurance,CA,analyst,0.38
90000.0,4.0,Lhoist North America,"Brierfield, AL",5001 - 10000,Metal & Mineral Manufacturing,Manufacturing,AL,data scientist,0.31
46073.0,3.1,Valcor Engineering,"Springfield, NJ",201 - 500,Machinery Manufacturing,Manufacturing,NJ,data scientist,0.17
116000.0,3.0,"Fiore & Sons, Inc","Denver, CO",201 - 500,Construction,"Construction, Repair & Maintenance Services",CO,data scientist,0.38
75460.0,3.7,Weaver Consultants Group Llc,"Naperville, IL",201 - 500,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",IL,data scientist,0.44
63094.0,3.1,Multisourcemfg.com,"Anoka, MN",201 - 500,Machinery Manufacturing,Manufacturing,MN,data scientist,0.26
55000.0,5.0,Petersen Brothers Construction,"Twin Falls, ID",1 - 50,Construction,"Construction, Repair & Maintenance Services",ID,data scientist,0.34
105000.0,3.5,"Kaiser Aluminum Fabricated Products - Newark, Ohio","Heath, OH",1001 - 5000,Metal & Mineral Manufacturing,Manufacturing,OH,data scientist,0.43
65000.0,5.0,Encore Dredging Partners,"Gulf, TX",201 - 500,Construction,"Construction, Repair & Maintenance Services",TX,data scientist,0.41
416000.0,-1.0,"Aztalan Engineering, Inc.","Lake Mills, WI",51 - 200,Health Care Products Manufacturing,Manufacturing,WI,data scientist,0.58
72500.0,1.4,HDM Hydraulics LLC,"Tonawanda, NY",51 - 200,Machinery Manufacturing,Manufacturing,NY,data scientist,0.23
55000.0,3.5,Demco,"Boyden, IA",201 - 500,Machinery Manufacturing,Manufacturing,IA,data scientist,0.29
162500.0,4.8,Zapata Technology,"Wahiawa, HI",51 - 200,Information Technology Support Services,Information Technology,HI,data scientist,0.42
107500.0,3.7,Linde,"Magna, UT",10000+,Chemical Manufacturing,Manufacturing,UT,data scientist,0.31
70000.0,2.8,Elgin Fastener Group,"Rockford, IL",501 - 1000,Metal & Mineral Manufacturing,Manufacturing,IL,data scientist,0.32
53956.0,3.3,Kcw Engineering Technologies Inc,"Baltimore, MD",51 - 200,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",MD,data scientist,0.29
47217.0,4.0,SpatialGIS LLC,"Scott Air Force Base, IL",1001 - 5000,Computer Hardware Development,Information Technology,IL,data scientist,0.36
87500.0,3.7,Scholastic Inc,"Jefferson City, MO",51 - 200,Publishing,Media & Communication,MO,data scientist,0.36
72279.0,3.7,Brown and Root,"Deepwater, NJ",51 - 200,Construction,"Construction, Repair & Maintenance Services",NJ,data scientist,0.4
137500.0,2.3,"Mullen Technologies, Inc","Irvine, CA",1 - 50,Automotive Parts & Accessories Stores,Retail & Wholesale,CA,data scientist,0.34
84735.0,4.3,Biourja Renewables LLC,"Peoria, IL",201 - 500,Advertising & Public Relations,Media & Communication,IL,data scientist,0.29
83500.0,2.8,Explore Industries,"Marion, SC",201 - 500,Consumer Product Manufacturing,Manufacturing,SC,data scientist,0.48
160000.0,4.1,My Headhunter LLC,"Santa Barbara, CA",1 - 50,HR Consulting,Human Resources & Staffing,CA,data scientist,0.43
70918.0,3.3,"Marquardt Switches, Inc.","Cazenovia, NY",501 - 1000,Computer Hardware Development,Information Technology,NY,data scientist,0.37
69365.0,4.3,City of Moorhead,"Moorhead, MN",201 - 500,National Agencies,Government & Public Administration,MN,data scientist,0.21
52500.0,3.4,Grammer Americas,"Tiffin, OH",10000+,Transportation Equipment Manufacturing,Manufacturing,OH,data scientist,0.21
72770.0,3.7,Hamlet Protein,"Findlay, OH",51 - 200,Food & Beverage Manufacturing,Manufacturing,OH,data scientist,0.31
46890.0,4.3,"Cross Manufacturing, Inc.","Lewis, KS",51 - 200,Metal & Mineral Manufacturing,Manufacturing,KS,data scientist,0.46
87500.0,3.3,"Felix Schoeller North America, Inc.","Pulaski, NY",1001 - 5000,Consumer Product Manufacturing,Manufacturing,NY,data scientist,0.24
90000.0,4.0,GC Associates USA,"Picatinny Arsenal, NJ",1 - 50,Accounting & Tax,Financial Services,NJ,data scientist,0.44
60000.0,3.4,Yorozu Automotive,"Morrison, TN",5001 - 10000,Advertising & Public Relations,Media & Communication,TN,data scientist,0.25
160000.0,3.2,Unigen Corporation,"Newark, CA",501 - 1000,Electronics Manufacturing,Manufacturing,CA,data scientist,0.36
65000.0,5.0,Encore Dredging Partners,Alabama,201 - 500,Construction,"Construction, Repair & Maintenance Services",AL,data scientist,0.41
120000.0,3.9,Freudenberg Medical,"Jeffersonville, IN",10000+,Machinery Manufacturing,Manufacturing,IN,data scientist,0.66
115000.0,2.9,Velcro USA,"Manchester, NH",1001 - 5000,Machinery Manufacturing,Manufacturing,NH,data scientist,0.29
115000.0,3.0,Versa Engineering & Technology,"Modesto, CA",51 - 200,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",CA,data scientist,0.46
69559.0,3.4,"Weather Shield Mfg., Inc.","Park Falls, WI",1001 - 5000,Consumer Product Manufacturing,Manufacturing,WI,data scientist,0.33
72642.0,5.0,Petersen Brothers Construction,"Twin Falls, ID",1 - 50,Construction,"Construction, Repair & Maintenance Services",ID,data scientist,0.33
108000.0,4.0,ONEOK,"Tulsa, OK",1001 - 5000,Energy & Utilities,"Energy, Mining & Utilities",OK,data scientist,0.25
72500.0,2.8,Elgin Fastener Group,"Rockford, IL",501 - 1000,Metal & Mineral Manufacturing,Manufacturing,IL,data scientist,0.32
73049.0,3.0,HandyTube,"Camden, DE",201 - 500,Machinery Manufacturing,Manufacturing,DE,data scientist,0.39
96878.0,3.4,SCHLUTER SYSTEMS L.P.,"Plattsburgh, NY",501 - 1000,Construction,"Construction, Repair & Maintenance Services",NY,data scientist,0.19
117500.0,3.9,Marich Confectionery,"Hollister, CA",51 - 200,Food & Beverage Manufacturing,Manufacturing,CA,data scientist,0.44
122500.0,3.6,EPS - Can discuss via phone,"Charlottesville, VA",1001 - 5000,HR Consulting,Human Resources & Staffing,VA,data scientist,0.32
75000.0,3.8,Prince Industries,"Batavia, IL",201 - 500,Machinery Manufacturing,Manufacturing,IL,data scientist,0.34
101525.0,3.2,"CVR Energy, Inc.","Wynnewood, OK",1001 - 5000,Energy & Utilities,"Energy, Mining & Utilities",OK,data scientist,0.4
68993.0,3.4,Overhead Door Corporation,"Mount Hope, OH",1001 - 5000,Machinery Manufacturing,Manufacturing,OH,data scientist,0.2
62217.0,3.3,TT Electronics plc,"Perry, OH",1001 - 5000,Electronics Manufacturing,Manufacturing,OH,data scientist,0.32
86709.0,2.9,Velcro USA,"Manchester, NH",1001 - 5000,Machinery Manufacturing,Manufacturing,NH,data scientist,0.37
76500.0,3.6,The AZEK Company,"Wilmington, OH",1001 - 5000,Consumer Product Manufacturing,Manufacturing,OH,data scientist,0.32
137500.0,2.3,"Mullen Technologies, Inc","Irvine, CA",1 - 50,Automotive Parts & Accessories Stores,Retail & Wholesale,CA,data scientist,0.32
205000.0,4.1,Bloomberg,"New York, NY",10000+,Computer Hardware Development,Information Technology,NY,mle,0.39
150000.0,4.1,Bloomberg,"New York, NY",10000+,Computer Hardware Development,Information Technology,NY,data scientist,0.39
97000.0,3.9,Leidos,"Dayton, OH",10000+,Aerospace & Defense,Aerospace & Defense,OH,data scientist,0.23
212500.0,4.1,Bloomberg,"New York, NY",10000+,Computer Hardware Development,Information Technology,NY,data scientist,0.34
90000.0,3.1,Fresenius Kabi,"Lake Zurich, IL",1001 - 5000,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,IL,analyst,0.32
154200.0,4.0,Northrop Grumman,"Clearfield, UT",10000+,Aerospace & Defense,Aerospace & Defense,UT,data scientist,0.42
212500.0,4.1,Bloomberg,"New York, NY",10000+,Computer Hardware Development,Information Technology,NY,data scientist,0.35
102500.0,3.1,Fora Financial LLC,"New York, NY",51 - 200,Banking & Lending,Financial Services,NY,analyst,0.3
143100.0,4.1,Navy Federal Credit Union,"Vienna, VA",10000+,Banking & Lending,Financial Services,VA,data engineer,0.32
140000.0,3.7,Vanguard,Remote,10000+,Investment & Asset Management,Financial Services,Remote,mle,0.45
171200.0,4.2,Vertex Pharmaceuticals,"Boston, MA",1001 - 5000,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,MA,data scientist,0.29
149513.0,4.3,Genentech,"South San Francisco, CA",10000+,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,CA,mle,0.24
120000.0,3.5,Pinkerton,"Seattle, WA",1001 - 5000,Business Consulting,Management & Consulting,WA,analyst,0.31
121163.0,3.4,Allstate,"Chicago, IL",10000+,Insurance Agencies & Brokerages,Insurance,IL,data scientist,0.34
190000.0,3.6,Peraton,"Annapolis Junction, MD",10000+,Information Technology Support Services,Information Technology,MD,data scientist,0.17
133405.0,4.0,Fidelity TalentSource,"Boston, MA",51 - 200,Staffing & Subcontracting,Human Resources & Staffing,MA,mle,0.3
127158.0,4.1,Snohomish County PUD No.1,"Everett, WA",501 - 1000,Energy & Utilities,"Energy, Mining & Utilities",WA,analyst,0.23
72784.0,4.3,AIDT,"Montgomery, AL",51 - 200,Education & Training Services,Education,AL,data scientist,0.17
81038.0,3.8,"Draeger Medical Systems, Inc.","Andover, MA",10000+,Health Care Products Manufacturing,Manufacturing,MA,analyst,0.29
140000.0,4.0,Idea Evolver,Remote,1 - 50,Advertising & Public Relations,Media & Communication,Remote,mle,0.28
137500.0,3.3,1010data,"New York, NY",201 - 500,Computer Hardware Development,Information Technology,NY,data scientist,0.39
107697.0,3.6,Kershner Trading,"Austin, TX",51 - 200,Investment & Asset Management,Financial Services,TX,data scientist,0.3
91283.0,4.7,Improvix Technologies,"Reston, VA",51 - 200,Information Technology Support Services,Information Technology,VA,data scientist,0.53
76922.0,2.5,Meduit,"Waco, TX",501 - 1000,Health Care Services & Hospitals,Healthcare,TX,data scientist,0.33
91507.0,3.6,Axle Informatics,"Rockville, MD",501 - 1000,Research & Development,Management & Consulting,MD,data scientist,0.36
105000.0,3.7,Meetup,"New York, NY",51 - 200,Internet & Web Services,Information Technology,NY,mle,0.4
99954.0,4.6,Budderfly,"Shelton, CT",51 - 200,Energy & Utilities,"Energy, Mining & Utilities",CT,data scientist,0.58
159847.0,4.5,Turo,"San Francisco, CA",501 - 1000,Internet & Web Services,Information Technology,CA,data scientist,0.38
90000.0,3.1,Netrush,"Vancouver, WA",51 - 200,Advertising & Public Relations,Media & Communication,WA,data scientist,0.36
84493.0,3.5,Daikin Comfort Technologies,"Waller, TX",10000+,Wholesale,Retail & Wholesale,TX,data scientist,0.37
103862.0,4.4,Central Mutual Insurance Company,"Van Wert, OH",501 - 1000,Insurance Carriers,Insurance,OH,data scientist,0.44
63000.0,2.9,We Are Sharing Hope Sc,"North Charleston, SC",51 - 200,Civic & Social Services,Nonprofit & NGO,SC,data scientist,0.29
88650.0,3.8,PSW,"Olympia, WA",51 - 200,Health Care Services & Hospitals,Healthcare,WA,analyst,0.21
64914.0,3.3,IMMI,"Westfield, IN",1001 - 5000,Machinery Manufacturing,Manufacturing,IN,analyst,0.55
63000.0,3.8,Quakertown Community School District,"Quakertown, PA",201 - 500,Primary & Secondary Schools,Education,PA,analyst,0.56
83555.0,3.8,JMD CARE SERVICES,"Hicksville, NY",51 - 200,Health Care Services & Hospitals,Healthcare,NY,analyst,0.37
78477.0,3.9,Putnam Investments,"Boston, MA",1001 - 5000,Investment & Asset Management,Financial Services,MA,analyst,0.46
60696.0,3.5,PRA Group,"Norfolk, VA",1001 - 5000,Debt Relief,Financial Services,VA,analyst,0.7
86250.0,3.0,Acorn Health,"Crofton, MD",1001 - 5000,Health Care Services & Hospitals,Healthcare,MD,analyst,0.48
67092.0,3.5,"Pacific Southwest Container, LLC","Modesto, CA",501 - 1000,Consumer Product Manufacturing,Manufacturing,CA,analyst,0.24
59986.0,4.4,USAble Life,"Portland, OR",501 - 1000,Insurance Carriers,Insurance,OR,analyst,0.26
65000.0,3.4,Supreme Court of Appeals of West Virginia,"Charleston, WV",1 - 50,State & Regional Agencies,Government & Public Administration,WV,analyst,0.29
634400.0,4.6,BroadStaff Inc.,"Canonsburg, PA",51 - 200,Telecommunications Services,Telecommunications,PA,analyst,0.28
38539.0,3.7,Hmong College Prep Academy,"Saint Paul, MN",51 - 200,Primary & Secondary Schools,Education,MN,analyst,0.31
61512.0,4.0,"Turn5, Inc.","Paoli, PA",201 - 500,Automotive Parts & Accessories Stores,Retail & Wholesale,PA,analyst,0.49
665600.0,4.1,Friedman's Home Improvement,"Petaluma, CA",201 - 500,Home Furniture & Housewares Stores,Retail & Wholesale,CA,analyst,0.32
56329.0,3.3,Old Republic Title,"Minnetonka, MN",1001 - 5000,Insurance Carriers,Insurance,MN,analyst,0.29
67742.0,3.0,Fulton Bank,"East Petersburg, PA",501 - 1000,Banking & Lending,Financial Services,PA,analyst,0.3
62121.0,3.5,Select Medical,"Mechanicsburg, PA",10000+,Health Care Services & Hospitals,Healthcare,PA,analyst,0.33
63760.0,3.9,Josselyn,"Northfield, IL",51 - 200,Civic & Social Services,Nonprofit & NGO,IL,analyst,0.72
71996.0,3.4,Denver Public Schools,"Denver, CO",10000+,Primary & Secondary Schools,Education,CO,analyst,0.31
73500.0,3.4,Aspire Living & Learning,"New Haven, CT",1001 - 5000,Health Care Services & Hospitals,Healthcare,CT,analyst,0.42
70000.0,2.5,"Virtuoso, Ltd.","Fort Worth, TX",201 - 500,Travel Agencies,Hotels & Travel Accommodation,TX,analyst,0.31
75526.0,2.8,Thin Film Technology Corporation,"North Mankato, MN",1 - 50,Machinery Manufacturing,Manufacturing,MN,analyst,0.58
71329.0,4.2,KeyLogic Systems,"Morgantown, WV",501 - 1000,Energy & Utilities,"Energy, Mining & Utilities",WV,analyst,0.49
67192.0,3.2,"Coordinated Transportation Solutions, Inc.","Trumbull, CT",51 - 200,Machinery Manufacturing,Manufacturing,CT,analyst,0.31
53468.0,3.5,"Backhaul Direct, LLC","Indianapolis, IN",51 - 200,Shipping & Trucking,Transportation & Logistics,IN,analyst,0.47
70093.0,4.4,Gallup,"Omaha, NE",501 - 1000,Business Consulting,Management & Consulting,NE,analyst,0.41
67005.0,4.0,AIPSO,"Johnston, RI",201 - 500,Insurance Agencies & Brokerages,Insurance,RI,analyst,0.26
60639.0,3.7,West Fraser,"Germantown, TN",5001 - 10000,Wood & Paper Manufacturing,Manufacturing,TN,analyst,0.34
72500.0,3.5,Guttman Energy Inc,"Belle Vernon, PA",51 - 200,Energy & Utilities,"Energy, Mining & Utilities",PA,analyst,0.56
76105.0,4.1,Exelon Corporation,"Christiana, DE",10000+,Energy & Utilities,"Energy, Mining & Utilities",DE,analyst,0.28
73417.0,3.0,RESICAP,"Atlanta, GA",501 - 1000,Real Estate,Real Estate,GA,analyst,0.43
60000.0,3.3,Goodwill Industries of Central Oklahoma,"Oklahoma City, OK",51 - 200,Civic & Social Services,Nonprofit & NGO,OK,analyst,0.29
93554.0,4.1,ASML,"San Diego, CA",10000+,Electronics Manufacturing,Manufacturing,CA,analyst,0.27
71219.0,3.3,Sedgwick County,"Wichita, KS",1001 - 5000,State & Regional Agencies,Government & Public Administration,KS,analyst,0.32
47000.0,4.3,webfx.com,"Harrisburg, PA",501 - 1000,Internet & Web Services,Information Technology,PA,analyst,0.54
54501.0,4.1,TELCOR Inc,"Lincoln, NE",201 - 500,Health Care Services & Hospitals,Healthcare,NE,analyst,0.59
58764.0,3.9,Baptist Health South Florida,"Miami, FL",10000+,Health Care Services & Hospitals,Healthcare,FL,analyst,0.31
95000.0,4.0,Citizens Property Insurance Corporation,"Tallahassee, FL",1001 - 5000,Insurance Carriers,Insurance,FL,analyst,0.27
100970.0,3.7,Corporate,"Bridgewater, NJ",10000+,"Department, Clothing & Shoe Stores",Retail & Wholesale,NJ,analyst,0.63
55574.0,3.9,Archrock,"Midland, TX",1001 - 5000,Energy & Utilities,"Energy, Mining & Utilities",TX,analyst,0.14
69700.0,-1.0,DISH - Corporate,"Englewood, CO",10000+,"Cable, Internet & Telephone Providers",Telecommunications,CO,analyst,0.34
55691.0,3.6,Christiana Care Health Systems,"Wilmington, DE",10000+,Health Care Services & Hospitals,Healthcare,DE,analyst,0.5
62500.0,5.0,Fuse3 Solutions,"Oklahoma City, OK",1 - 50,HR Consulting,Human Resources & Staffing,OK,analyst,0.49
65000.0,3.2,Sealing Devices Inc.,"Lancaster, NY",51 - 200,Transportation Equipment Manufacturing,Manufacturing,NY,analyst,0.36
61643.0,3.5,Arizona Financial Credit Union,"Phoenix, AZ",501 - 1000,Banking & Lending,Financial Services,AZ,analyst,0.25
228800.0,3.7,CPS Energy,"San Antonio, TX",1001 - 5000,Energy & Utilities,"Energy, Mining & Utilities",TX,analyst,0.28
75131.0,3.0,Asmodee North America Inc,"Lino Lakes, MN",501 - 1000,Sports & Recreation,"Arts, Entertainment & Recreation",MN,analyst,0.43
61294.0,3.8,Affiliated Monitoring,"Union, NJ",501 - 1000,Security & Protective,Management & Consulting,NJ,analyst,0.32
65000.0,2.6,GC America Inc.,"Alsip, IL",201 - 500,Health Care Products Manufacturing,Manufacturing,IL,analyst,0.42
44658.0,4.1,Heartland Community College,"Normal, IL",501 - 1000,Colleges & Universities,Education,IL,analyst,0.55
60000.0,4.0,HCD International,"Lanham, MD",1 - 50,Business Consulting,Management & Consulting,MD,analyst,0.39
52128.0,3.4,HYDAC TECHNOLOGY CORPORATION,"Bethlehem, PA",5001 - 10000,Machinery Manufacturing,Manufacturing,PA,analyst,0.23
64735.0,3.6,Kimball Midwest,"Columbus, OH",1001 - 5000,Wholesale,Retail & Wholesale,OH,analyst,0.25
65080.0,3.4,NFI Industries,"Camden, NJ",10000+,Shipping & Trucking,Transportation & Logistics,NJ,analyst,0.33
49222.0,2.9,Panoramic Health,"Tempe, AZ",1001 - 5000,Health Care Services & Hospitals,Healthcare,AZ,analyst,0.58
70000.0,4.0,Centre For Neuro Skills,"Bakersfield, CA",501 - 1000,Health Care Services & Hospitals,Healthcare,CA,analyst,0.18
70274.0,3.2,Wayne Farms,"Oakwood, GA",10000+,Food & Beverage Manufacturing,Manufacturing,GA,analyst,0.27
66474.0,3.9,Archer Daniels Midland Company,"Decatur, IL",10000+,Food & Beverage Manufacturing,Manufacturing,IL,analyst,0.4
87422.0,3.1,Sound,"Tukwila, WA",501 - 1000,Health Care Services & Hospitals,Healthcare,WA,data engineer,0.28
100080.0,4.0,Chelan County Public Utility District,"Wenatchee, WA",501 - 1000,Energy & Utilities,"Energy, Mining & Utilities",WA,data engineer,0.19
105000.0,4.5,GovDocs,"Saint Paul, MN",51 - 200,Enterprise Software & Network Solutions,Information Technology,MN,data engineer,0.49
110996.0,3.0,The Oncology Institute of Hope and Innovation,"Cerritos, CA",501 - 1000,Health Care Services & Hospitals,Healthcare,CA,data engineer,0.29
769600.0,-1.0,Paragon Services Engineering,"San Diego, CA",51 - 200,General Repair & Maintenance,"Construction, Repair & Maintenance Services",CA,data scientist,0.27
603200.0,3.9,Randstad Technologies,"Bear, DE",501 - 1000,HR Consulting,Human Resources & Staffing,DE,data scientist,0.2
132500.0,3.4,Zoll Medical Corporation,"Broomfield, CO",1001 - 5000,Health Care Products Manufacturing,Manufacturing,CO,data engineer,0.39
93867.0,3.7,Securian Financial Group,"Saint Paul, MN",5001 - 10000,Insurance Carriers,Insurance,MN,data scientist,0.38
728000.0,4.5,"Maas Energy Works, Inc","Redding, CA",1 - 50,Energy & Utilities,"Energy, Mining & Utilities",CA,data engineer,0.43
130000.0,3.8,Major League Baseball,"New York, NY",201 - 500,Sports & Recreation,"Arts, Entertainment & Recreation",NY,data engineer,0.44
125000.0,4.0,Bay & Bay Transportation,"Eagan, MN",201 - 500,Shipping & Trucking,Transportation & Logistics,MN,data engineer,0.27
123750.0,3.7,HelloFresh,"Grand Prairie, TX",10000+,Beauty & Wellness,Personal Consumer Services,TX,data engineer,0.53
108000.0,4.0,Sia Partners,"Bellevue, WA",1001 - 5000,Business Consulting,Management & Consulting,WA,data engineer,0.29
79446.0,3.7,NexTraq LLC,"Atlanta, GA",201 - 500,Software Development,Information Technology,GA,data engineer,0.42
100219.0,3.6,Radcube LLC,"Cincinnati, OH",51 - 200,Information Technology Support Services,Information Technology,OH,data engineer,0.99
87409.0,4.4,"Alianza, Inc.","Pleasant Grove, UT",201 - 500,Software Development,Information Technology,UT,data engineer,0.35
99000.0,3.4,MediaMath,"New York, NY",501 - 1000,Publishing,Media & Communication,NY,data engineer,0.48
64000.0,4.1,Small Batch Standard,Remote,1 - 50,Accounting & Tax,Financial Services,Remote,data engineer,0.32
75715.0,3.8,Ryman Hospitality Properties,"Nashville, TN",501 - 1000,Culture & Entertainment,"Arts, Entertainment & Recreation",TN,data engineer,0.41
114026.0,3.7,HCL America Inc,"Dallas, TX",10000+,Computer Hardware Development,Information Technology,TX,data engineer,0.14
117327.0,4.2,Jetty,"New York, NY",51 - 200,Insurance Agencies & Brokerages,Insurance,NY,data engineer,0.51
88197.0,4.1,Anblicks,"Dallas, TX",201 - 500,Information Technology Support Services,Information Technology,TX,data engineer,0.98
87017.0,3.2,Ixaris,"Malta, MT",51 - 200,Financial Transaction Processing,Financial Services,MT,data engineer,0.37
915200.0,4.8,Excelgens,Remote,51 - 200,Information Technology Support Services,Information Technology,Remote,data engineer,0.17
90000.0,3.7,Mark43,"Denver, CO",51 - 200,Enterprise Software & Network Solutions,Information Technology,CO,data scientist,0.47
98843.0,4.1,Anblicks,"Dallas, TX",201 - 500,Information Technology Support Services,Information Technology,TX,data engineer,0.19
85515.0,3.0,Monogram Foods,"Memphis, TN",1001 - 5000,Food & Beverage Manufacturing,Manufacturing,TN,data engineer,0.21
130500.0,3.8,Codazen,"Salt Lake City, UT",51 - 200,Business Consulting,Management & Consulting,UT,data engineer,0.47
110000.0,4.6,DiamondPick,"New York, NY",1001 - 5000,HR Consulting,Human Resources & Staffing,NY,data engineer,0.45
72500.0,4.4,APLOMB Technologies,"Princeton, NJ",51 - 200,Information Technology Support Services,Information Technology,NJ,data engineer,0.44
120000.0,4.1,Coinstar,Remote,201 - 500,Other Retail Stores,Retail & Wholesale,Remote,data engineer,0.43
110000.0,3.7,Holman,Remote,5001 - 10000,Vehicle Dealers,Retail & Wholesale,Remote,data engineer,0.81
99026.0,3.0,Infinitive Inc,"Ashburn, VA",51 - 200,Business Consulting,Management & Consulting,VA,data engineer,0.48
108057.0,4.6,REPS & Co.,"Seattle, WA",201 - 500,Information Technology Support Services,Information Technology,WA,data engineer,0.4
112500.0,3.8,Michael Kors,"New York, NY",1001 - 5000,Other Retail Stores,Retail & Wholesale,NY,data engineer,0.36
106112.0,3.7,Cirrus Design Corporation,"Dallas, TX",1001 - 5000,Aerospace & Defense,Aerospace & Defense,TX,data engineer,0.38
90041.0,3.7,Alltech Inc,"Nicholasville, KY",1001 - 5000,Farm Support,Agriculture,KY,data engineer,0.58
145000.0,4.6,Plaxonic Technologies,"Dallas, TX",51 - 200,Information Technology Support Services,Information Technology,TX,data engineer,0.7
