Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Job State,Job Simplified,Seniority,Vader
 To apply to this job, click Apply Now
 Show Less
 Report",2.7,United Wholesale Mortgage,"Pontiac, MI",5001 - 10000,Banking & Lending,Financial Services,,MI,data scientist,senior,0.38

Data Engineer,82200,"The Opportunity
 Delaware North Global Headquarters is hiring a Data Engineer to join our Information Technology team in Buffalo, New York. As a Data Engineer, you will work with programming languages, frameworks, databases, front-end tools, back-end tools, and applications connected via APIs to collect raw data and transform the data into canonical models. The Data Engineering team is tasked with harmonizing and enhancing the data to provide trusted datasets to our consumers. The work our data manager team does forms the foundation of company initiatives to help automate business processes and gather insights, to help the company make more informed decisions.
 Minimum – Anticipated Maximum Salary: $70700 - $93700 / year
 The advertised pay range represents what we believe at the time of this job posting, that we would be willing to pay for this position. Only in special circumstances, where a candidate has education, training, or experience that far exceeds the requirements for the position, would we consider paying higher than the stated range. Information on our comprehensive benefits package can be found at https://careers.delawarenorth.com/whatweoffer.
 
 At Delaware North, we care about our team member’s personal and professional journeys. These are just some of the benefits we offer:
 Health, dental, and vision insurance
 401(k) with company match
 Performance bonuses
 Paid vacation days and holidays
 Paid parental bonding leave
 Tuition and/or professional certification reimbursement
 Generous friends-and-family discounts at many of our hotels and resorts
 Responsibilities
 Utilize technology stacks such as Apigee, Python, Django, Apache Airflow, MongoDB, PostgreSQL, and Amazon Web Services such as Lambda, EBS, S3, SQS, ECS, RDS, EC2 and Redshift to build datasets.
 Design and implement project-based solutions.
 Implement data platform improvements and new features.
 Assist the support team with the resolution of data platform bug fixes.
 Interface with clients, vendors, and internal users of the data platform on understanding the data.
 Author documentation for standard operating procedures and knowledge base articles.
 Develop integration tests to validate solutions.
 Qualifications
 Bachelor’s degree or equivalent from an accredited college or university in Computer Science, Information Systems, or similar STEM field preferred.
 Minimum of 2 years of experience developing data pipeline ETL processes.
 Extensive experience following End to End Agile Development Lifecycle and writing in SQL and Query.
 Data persistence methods such as NoSQL and RDBMS, data structures and formats such as JSON, XML, and parquet.
 Cloud computing experience as it relates to event-based serverless architecture, AWS preferred.
 Extensive experience with handling large data sets, high performance computing, building high performance solutions and data integration projects.
 Technical specification and use case documentation, such as UML, Domain and Entity-Relationship Modeling, Business Process Notation.
 Who We Are
 At Delaware North, you’ll love where you work, who you work with, and how your day unfolds. Whether it’s in sporting venues, casinos, airports, national parks, iconic hotels, or premier restaurants, there’s no telling where your career can ultimately take you. We empower you to do great work in a company with 100 years of success, stability and growth. If you have drive and enjoy the thrill of making things happen - share our vision and grow with us.
 Delaware North Companies, Incorporated and its subsidiaries consider applicants for all positions without regard to race, color, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, or any other legally protected status. Delaware North is an equal opportunity employer.
 Apply Now: click Apply Now
 Show Less
 Report",3.5,Delaware North,"Buffalo, NY",10000+,Catering & Food Service Contractors,Restaurants & Food Service,1000 - 5000,NY,data engineer,,0.3

Senior Data Engineer,110500,"Company Description
 
 Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,000+ people in 53 offices around the world combine experience across technology, data sciences, consulting and customer obsession to accelerate our clients’ businesses through designing the products and services their customers truly value.
 
 Job Description
 
 Publicis Sapient is looking for a Senior Data Engineer to join our team of bright thinkers and doers. You’ll use your problem-solving creativity to design, architect, and develop high-end technology solutions that solve our clients’ most complex and challenging problems across different industries. We are on a mission to transform the world, and you will be instrumental in shaping how we do it with your ideas, thoughts, and solutions.
 Your Daily Duties and Impact:
 Combine your technical expertise and problem-solving passion to work closely with clients, turning complex ideas into end-to-end solutions that transform our clients’ business
 Lead, design, develop and deliver large-scale data systems, data processing and data transformation projects that delivers business value for clients
 Automate data platform operations and manage the post-production system and processes
 Conduct technical feasibility assessments and provide project estimates for the design and development of the solution
 Creation and maintenance of infrastructure-as-code and CI/CD for Azure environment using tools such as Terraform and Ansible
 Mentor, help and grow junior team members
 
 Qualifications
 
 Your Technical Skills & Experience:
 Demonstrable experience in data platforms involving implementation of end to end data pipelines
 Hands-on experience working with Azure Cloud
 Experience with column-oriented database technologies (e.g., Synapse), NoSQL database technologies (e.g., DynamoDB, Cosmos DB, etc.) and traditional database systems (e.g., SQL Server, Oracle, MySQL)
 Experience in implementing data pipelines and solutions for both streaming and batch integrations using tools/frameworks like Azure Data Factory, Azure functions and Stream analytics
 Metadata definition and management via data catalogs, service catalogs, and stewardship tools such as OpenMetadata, and Azure Purview
 Test plan creation and test programming using automated testing frameworks, data validation and quality frameworks, and data lineage frameworks
 Data modeling, querying, and optimization for relational, NoSQL, timeseries, graph databases, data warehouses and data lakes
 Data processing programming using SQL, Python, and similar tools
 Logical programming in Python, Spark, PySpark, Java, Javascript, and/or Scala
 Cloud-native data platform design with a focus on streaming and event-driven architectures
 Participate in integrated validation and analysis sessions of components and subsystems on production servers
 Data ingest, validation, and enrichment pipeline design and implementation
 SDLC optimization across workstreams within a solution
 Bachelor’s degree in Computer Science, Engineering, or related field
 Set Yourself Apart With:
 Certifications in Azure
 Experience working with code repositories and continuous integration
 Understanding of development and project methodologies
 
 Additional Information
 
 Pay Range: $75,000 - $146,000
 The range shown represents a grouping of relevant ranges currently in use at Publicis Sapient. Actual range for this position may differ, depending on location and specific skillset required for the work itself.
 Benefits of Working Here:
 Flexible vacation policy; time is not limited, allocated, or accrued
 15 paid holidays throughout the year
 Generous parental leave and new parent transition program
 Tuition reimbursement
 Corporate gift matching program
 As part of our dedication to an inclusive and diverse workforce, Publicis Sapient is committed to Equal Employment Opportunity without regard for race, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion. We are also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at hiring@publicissapient.com or you may call us at +1-617-621-0200.
 To apply to this job, click Apply Now
 Show Less
 Report",3.9,Publicis Sapient,"Houston, TX",10000+,Business Consulting,Management & Consulting,,TX,data engineer,senior,0.49

Data Center Systems Engineer - TS/SCI with Poly,150000,"Description
 Job Description:
 The Integrated Solutions Division at Leidos is seeking an experienced, focused professional to serve as a Data Center Systems Engineer in Springfield, VA. This is an exciting opportunity to apply your experience to support our customer’s mission. The successful candidate will be responsible for supporting best-in-class Data Center Systems Engineering operations in a dynamic enterprise environment for a variety of customer driven emphasis items.
 Qualified applicants must be self-motivated and able to perform expertly given consistently evolving priorities. The candidate will be required to work independently to collaboratively and constructively influence both internal and external organizations for strategic and operational decisions for program entities, Directorate Customers, and Industry Partners to achieve positive results.
 Primary Responsibilities:
 Lead and facilitate Data Center Systems Engineering support
 Provide Systems Engineering and Project Management expertise ensuring exceptional performance with a focus on service delivery improvements across the Customer’s mission IT ecosphere
 Develop highly innovative Systems Engineering solutions to resolve complex problems involving limited and disparate information through application of technical knowledge, conceptualizing, reasoning and interpretation, and integration of best practices
 Ability to provide and support data center Systems Engineering activities
 Serve as a Systems Engineer interfacing with PM and division leadership to make comprehensive recommendations and develop executable strategies
 Advise and support System Engineering transition requirements of large-scale systems, major system elements, and interfacing systems that are part of complex network environments with geographically distributed components
 Implement community policies and guidance consistent with information system requirement analysis, transition planning, and research and assistance
 Maintain data storage requirements within the data center and cloud to meet or exceed customer requirements
 Coordinate, facilitate, and verify Data Center Management and Control/Facility Management/Electrical and Mechanical Systems
 Leads and facilitate Data Center Systems Engineering support
 Support business process improvement and proposal development activities
 Ensure mission operations and baseline stability throughout transition activities
 Provide systems engineering technical support to special projects as needed
 Other related supporting duties as required
 Basic Qualifications:
 U.S. citizen with Current TS/SCI access and Polygraph
 Experience with Enterprise Data Center Management and Operations
 Knowledge of data center standards and best practices.
 Requires BS degree and 8-12 years of prior relevant experience or Masters with 6-10 years of prior relevant experience.
 Mission-specific technical knowledge and operations experience
 3 or more years of Data Center experience managing large and complex projects in the customer environment
 Ability to communicate effectively in technical and non-technical verbal and written correspondence with internal team members, customers, and external stake holders
 Preferred Qualifications:
 Expert knowledge of and ability to apply advanced technical principles, theories, and concepts in support of the ITIL Framework Service Transition process
 Ability to work independently or under generalized supervision with strong interpersonal and analytical skills
 Must be comfortable working on multiple systems and components simultaneously in various configurations.
 Possess a solid understanding of systems engineering and development.
 Be able to effectively plan and prioritize tasking and communicate clearly regarding technical options and trade-offs.
 Pay Range:
 Pay Range $97,500.00 - $150,000.00 - $202,500.00
 The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law.
 To apply to this job, click Apply Now
 Show Less
 Report",3.9,Leidos,"Springfield, VA",10000+,Aerospace & Defense,Aerospace & Defense,10000+,VA,data scientist,,0.46

Data Engineer,80414,"Overview:
 The Data Engineer is responsible for architecting, managing, optimizing, overseeing, and monitoring data retrieval, storage, and distribution. This role is responsible for the technical aspects and enhancements of the data integration tools, enterprise data warehouse, data lake, and enterprise reporting tools.
 
 Responsibilities:
 Duties and Responsibilities:
 Work closely with team members and BI Analysts to turn data into critical information and knowledge that can be used to make sound business decisions.
 Responsible for architecting, configuring, analyzing, and maintaining all data structures used for BI analytics and reporting.
 Ensure all data sources are accurate, congruent, reliable, and secure.
 Responsible for the full life cycle development, implementation, support, architecture and tuning of the Enterprise Data Warehouse, including Data Marts, Data Lake, and data pipelines.
 Define and build data integration processes to be used across the organization.
 Build conceptual and logical data models.
 Identify, design, and implement internal process improvements including automating manual processes, optimize data delivery and designing cloud infrastructure for greater scalability, etc.
 Ensure all data accesses, along with data at rest or in transit is secure and follows the best-in-class data governance standards.
 Support the integration of enterprise application databases and real time processing into the data warehouse.
 Technical skillsets needed include but not limited to: SQL, ELT/ETL development, configuring and maintaining data warehousing solutions, data modeling, data lake technologies, data architecture, and BI reporting development.
 Technologies involved but not limited to: Azure Data Lake, Azure Data Factory, Azure Databricks, Azure Synapse, SQL Server, Power BI, Oracle database, AI/ML
 This person will work closely with external professional services and third-party vendors to have a full knowledge of systems and help establish roadmap for future enhancements.
 Write technical policies, procedures, and documentation for the systems including data flow diagrams, architecture diagrams, etc.
 Contribute to a team responsible for the design, development and implementation of mission critical business intelligence reports and applications to enterprise scale.
 Design and development focus include but is not limited to dimensional data model design, ETL/ELT frameworks and processing, metadata management, operational data integration, master data management and data quality, data auditing and profiling, and business intelligence reporting solutions.
 Other duties as assigned.
 Qualifications:
 Qualifications:
 Bachelor’s degree in computer science (or equivalent) is required. Certifications in data analytics and/or data engineering a plus. Experience in a Data Engineering or similar role preferred.
 
 Experience in:
 Microsoft SQL Server, Oracle, and other relational and NoSQL databases.
 SQL development
 Experience with business intelligence visualization tools and business intelligence tools, such as, Microsoft Power BI
 Data warehousing, Data Lake, data modeling, data pipelines
 ELT/ETL development.
 Knowing programming languages such as Java, R, Python is a plus but is not required.
 Source-code management tools such as GitHub
 2+ years’ experience working in cloud computing with Azure experience required
 Knowledge of data processing, hardware platforms, and enterprise software applications. Technical experience with enterprise systems, databases, and user support.
 Advocate of CI/CD methodologies and agile ways of working.
 Ability to always maintain confidentiality of Credit Union and member records.
 Self-motivated with the ability to prioritize, meet deadlines, and manage changing priorities.
 Willingness to work occasionally outside of normal business hours.
 Excellent English oral and written communication skills.
 Ability to work with other department supervisors.
 Strong analytical and problem-solving skills.
 Ability to work with and communicate with all Credit Union personnel in the various departments.
 
 Performance Standard:
 A demonstrated cooperative and positive attitude toward members and other Credit Union staff. Ability to determine member needs and cross sell Credit Union services. Professional in appearance, attendance, quality, and quantity of work performed.
 Ability to work under pressure and conflicting situations. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union.
 
 Physical Requirements:
 Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, counting cash, etc.).
 Sit for extended periods of time.
 Lift 20-40 pounds of applicable supplies including but not limited to copy paper, cash drawers, marketing material, etc.
 Repetitive motion using wrists, hands, and fingers.
 Reach keyboards.
 Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc.).
 
 The above statements reflect the general details considered necessary to describe the essential functions of the job and should not be construed as a detailed description of all the work requirements that may be inherent of the job.
 
 Must be eligible for membership at Idaho Central Credit Union to obtain employment.
 Idaho Central Credit Union is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, age, disability, protected veteran status or other characteristics protected by law.
 
 #ICCUTOPPRIORITY
 To apply to this job, click Apply Now
 Show Less
 Report",4.6,Idaho Central Credit Union,"Chubbuck, ID",1001 - 5000,Banking & Lending,Financial Services,25 - 100,ID,data engineer,,0.29

"Sr Data Storage Engineer, remote",102499,"Overview:
 Fairview Health Services is hiring a Sr Data Storage Engineer! The Sr Engineer role includes crafting, configuring, developing, integrating, testing, implementing, detailing and supporting data storage infrastructure environments. Our Storage Services team handles the building of services through a deep understanding of the application requirements. We work with Architecture and Operational teams to develop, apply and support Enterprise Storage and Backup Infrastructure processes, tools, and environments. This position is being added to meet business demand and for Cloud migration.
 
 This is a full time (1.0 FTE, 80 hours/2 weeks), work from home position. Schedule is day shift, weekdays, with limited on call requirements. Are you interested in benefits? We offer medical, dental, and vision coverage along with PTO and 403B!
 
 Join M Health Fairview, where we're driven to heal, discover, and educate for longer, healthier lives.
 Responsibilities/Job Description:
 Analyze, design, and implement critically important infrastructure/architecture and ensure high levels of data quality and availability. Design and implement solutions for data storage and maintenance.
 Work with business and application development teams to extract requirements and propose appropriate solutions and standards.
 Craft and uphold procedures that meet operational, regulatory, and company policies. Establish and maintain documentation of the current technology state and propose improvements.
 Build and maintain backup, restore solutions for business-critical data. Perform performance tuning as it relates to the storage infrastructure. Upgrade software, apply patches, and ensure physical security of data.
 Coordinate and perform diagnosis and conduct root-cause analysis for any issues on platforms.
 Handle the creation of documentation that would include standard operating procedures, solutions, knowledge base articles and applicable project documentation.
 Evaluate input and output for systems, as well as overall architecture, to recommend improvements. Design disaster recovery plans and apply backup and archival procedures.
 Research and identify industry trends, applying them to improve the service design and support for the customer base.
 Qualifications:
 Education
 Bachelor’s degree or Associates Degree, equivalent experience accepted in lieu of degree.
 Experience
 5-7 years’ professional experience to multiple hardware platforms, and integrated information management systems
 Knowledge and understanding of Security Practices, including SOX or an alternative Security Compliance including data privacy practices and law
 Technical knowledge of VMware and other Virtualization Technologies
 Expertise in core enterprise infrastructure. PC’s, Networks, and other Operating Systems. Supporting Hardware including Intel, Cisco and SAN / NAS environments.
 Experience within the Healthcare Industry preferred
 License/Certification/Registration
 Tier 1 Storage certifications (required)
 Information Technology Infrastructure Library (ITIL) certified (preferred)
 Start your job application: click Apply Now
 Show Less
 Report",3.4,Fairview Health Services,"Minneapolis, MN",10000+,Health Care Services & Hospitals,Healthcare,1000 - 5000,MN,data scientist,senior,0.23

Data Engineer,90757,"Address : 135 N Church Street, Spartanburg, South Carolina, United States - 29306
 
 Purpose Financial, Inc. is an innovative consumer financial services company that offers a diverse suite of credit products, promoting financial inclusion and meeting consumers wherever they are. Through its brands, the company is committed to helping customers achieve their version of financial stability in the moment and in the future. Since 1997, Purpose Financial has been a pioneer in the consumer credit and financial services market offering money solutions in over 1,000 storefronts locations and online lending. Providing services in over 20 states, Purpose Financial employs over 2,700 team members.
 
 At Purpose Financial we are always on the lookout for motivated individuals who share in our values of mutual respect to join our team of outstanding professionals.
 
 We offer:
 Competitive Wages
 Life/Health Benefits
 401(k) Savings Plan
 Educational Assistance
 Paid Vacation/Holidays
 Employee Discounts
 Work-life Balance
 Business Casual Environment
 Paid Volunteer time off
 Rewards and Recognition Program
 EAP
 To learn more about Purpose Financial visit Purpose Financial Website
 
 Position Summary
 The job function is responsible for builing a scalable data infrastructure. The role will be part of the effort to enable Purpose Financial to democratize data by developing self-serving and curated data models for our single source of truth. The job function includes understanding of business requirements, defining data requirements, identifying enterprise data sources, planning, designing, and building data acquisition from sources, defining data model, designing data ingestion pipelines, data normalization, data transformation, and consumption using platforms such as Snowflake and AWS.
 Job Responsibility
 Take ownership of building/optimizing data pipelines to increase efficiency and performance
 Develop and maintain data ingestion and integration processes that focus on data quality and monitoring
 Use AWS and Snowflake tools such as Glue, Lambda, Snowpark, and Snowpipe to build data ingestion pipelines from various sources
 Incorporate standards and best practices into data pipeline solutions
 Participate in troubleshooting and problem-solving design discussions
 Provide logical and physical data design, and database modeling
 Solve complex data issues around data integration, unusable data elements, unstructured data sets, and other data processing incidents
 Continuously design the future state of our data & reporting process by collaborating with IT and business partners.
 Partner with enterprise teams, data scientist, architects to define development standards and solutions.
 Job Responsibilities Cont.
 Manage cloud infrastructure as code (IaC), using Terraform.
 Work closely with other members of the data team to better design and build metrics that enhance our analytical capabilities
 Manage workflows and data build processes that help the BI team build key business metrics and design dashboard visualizations
 Assess the effectiveness and accuracy of new data sources, data points, and data gathering techniques
 Troubleshoot problems with data (missing, corrupted, invalid) and build data recovery strategy
 Apply best practices for AWS & Snowflake architecture, ELT and data models
 Be a leader for our data journey, act as SME for data and database related topics, and assist with development of data lakes and warehouses
 Education Required
 Bachelor’s degree (or foreign equivalent degree) in any Computer, Engineering, or other technical field.
 Experience Required
 5+ years experience in data warehousing
 3+ years of experience in data architecture and design, with a good understanding of various data systems and structures (i.e. SQL, NoSQL, Key-Value, Streams)
 3+ years of experience with building data pipelines and using data orchestration tools and implementing end to end Monitoring & Alerting solutions
 3+ years of experience working with AWS or public cloud provider.
 Strong understanding of SQL, data structures, data integrity, and schema design best practices
 Programming experience required, preferably Python.
 A strong advocate of data governance and data quality
 Experience with database internals, database design, SQL and database programming
 Experience in financial services (Banking and consumer lending preferred)
 Experience of authoring CI/CD pipelines, automation elements related to infrastructure composition, deployment orchestration, and monitoring.
 Familiarity and experience with Agile/SCRUM based development methodology.
 Knowledge Required
 Excellent written and verbal communications skills as would be needed to communicate in person, by phone, and through email; adaptability and flexibility to changing environment; and comfortable working in a dynamic, high volume, fast-paced environment. Ability to read, write, evaluate, and apply information. Ability to interact professionally and exhibit appropriate social skills. Ability to understand and ensure compliance with policies, procedures, and laws governing our industry/business and products. Ability to develop and maintain business relationships.
 Physical Requirements
 Sitting for long periods of time; standing occasionally; walking; bending; squatting; kneeling; pushing/pulling; reaching; twisting; frequent lifting of less than 10 lbs., occasional lifting of up to 20 lbs.; driving and having access during the workday to an insured and reliable transportation; typing; data entry; grasping; transferring items between hands and/or to another person or receptacle; use of office equipment to include computers; ability to travel to, be physically present at, and complete the physical requirements of the position at any assigned location.
 Competencies
 Integrity
 Customer Advocacy
 Interpersonal Skills
 Results/Accountability
 Inclusiveness
 Technical Proficiency/Leadership
 Big Data Trends
 Data Management
 Adaptability
 Travel
 None
 Attire
 Business Casual
 Other
 Must be eligible to work in the USA and able to pass a background check.
 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or disability.
 
 Requisition ID: 41745
 Apply Now: click Apply Now
 Show Less
 Report",4.2,Purpose Financial,"Spartanburg, SC",,Financial Transaction Processing,Financial Services,,SC,data engineer,,0.4

Senior Data Platform Engineer,171620,"Site Name: San Francisco, UK - Hertfordshire - Stevenage, USA - Massachusetts - Cambridge
 Posted Date: Mar 28 2023
 
 At GSK, we want to supercharge our data capability to better understand our patients and accelerate our ability to discover vaccines and medicines. The Onyx Research Data Platform organization represents a major investment by GSK R&D and Digital & Tech, designed to deliver a step-change in our ability to leverage data, knowledge, and prediction to find new medicines.
 We are a full-stack shop consisting of product and portfolio leadership, data engineering, infrastructure and DevOps, data / metadata / knowledge platforms, and AI/ML and analysis platforms, all geared toward:
 Building a next-generation, metadata- and automation-driven data experience for GSK’s scientists, engineers, and decision-makers, increasing productivity and reducing time spent on “data mechanics”.
 Providing best-in-class AI/ML and data analysis environments to accelerate our predictive capabilities and attract top-tier talent.
 Aggressively engineering our data at scale, as one unified asset, to unlock the value of our unique collection of data and predictions in real-time.
 The mission of the Data Science and Data Engineering (DSDE) organization within GSK Pharmaceuticals R&D is to get the right data, to the right people, at the right time. The Data Framework and Ops organization ensures we can do this efficiently, reliably, transparently, and at scale through the creation of a leading-edge, cloud-native data services framework. We focus heavily on developer experience, on strong, semantic abstractions for the data ecosystem, on professional operations and aggressive automation, and on transparency of operations and cost.
 We are looking for a skilled and experienced Sr. Data Platform Engineer to join our growing team. Sr. Data Platform Engineers take full ownership of delivering high-performing, high-impact data framework products, and services, from a description of a problem customer Data Engineers are trying to solve all the way through to final delivery (and ongoing monitoring and operations). They are standard bearers for software engineering and quality coding practices within the team and are expected to mentor more junior engineers; they may even coordinate the work of more junior engineers on a large project. They devise useful metrics ensuring their services are meeting customer demand, having an impact, and iterate to deliver and improve on those metrics in an agile fashion.
 Achieving delivery of the right data to the right people at the right time needs design and implementation of data flows and data products which leverage internal and external data assets and tools to drive discovery and development is a key objective for the Data Science and Data Engineering (DSDE) team within GSK's Pharmaceutical R&D organization. There are five key drivers for this approach, which are closely aligned with GSK's corporate priorities of Innovation, Performance and Trust:
 
 Automation of end-to-end data flows: Faster and reliable ingestion of high throughput data in genetics, genomics and multi-omics, to extract value of investments in new technology (instrument to analysis-ready data in <12h)
 Enabling governance by design of external and internal data: with engineered practical solutions for controlled use and monitoring
 Innovative disease-specific and domain-expert specific data products: to enable computational scientists and their research unit collaborators to get faster to key insights leading to faster biopharmaceutical development cycles.
 Supporting e2e code traceability and data provenance: Increasing assurance of data integrity through automation, integration
 Improving engineering efficiency: Extensible, reusable, scalable, updateable, maintainable, virtualized traceable data and code would be driven by data engineering innovation and better resource utilization.
 
 The Data Framework team builds and manages (in partnership with Tech) reusable components and architectures designed to make it both fast and easy to build robust, scalable, production-grade data products and services in the challenging biomedical data space.
 Additional responsibilities also include:
 Partner with Tech where modifications to underlying tools (e.g. infrastructure as code, Cloud Ops, DevOps, logging / alerting) are needed to serve new use-cases, and to ensure operations are planned
 Write fantastic code along with the proper unit, functional, and integration tests for code and services to ensure quality. Mentor more junior engineers in these skills
 Stay up to date with developments in the open-source community around data engineering, data science, and similar tooling.
 Spot opportunities to test out new tooling for internal use cases, as well as opportunities to contribute back to the community.
 The DSDE team is built on the principles of ownership, accountability, continuous development, and collaboration. We hire for the long term, and we're motivated to make this a great place to work. Our leaders will be committed to your career and development from day one.
 Why you?
 Basic Qualifications:
 We are looking for professionals with these required skills to achieve our goals:
 Master’s in Computer Science with a focus in Data Engineering, DataOps, DevOps, MLOps, Software Engineering, etc, plus 5 years job experience, (or PhD or Bachelor’s degree in Computer Science plus 3-8 years job experience)
 Experience with common distributed data tools in a production setting (Spark, Kafka, Hive, Presto, etc.)
 Experience with specialized data architecture (e.g. data lake, lake house, data fabric, data mesh, optimizing physical layout for access patterns)
 Experience with public cloud providers like AWS, Azure and GCP
 Experience with search / indexing systems (e.g. Elasticsearch)
 Preferred Qualifications:
 If you have the following characteristics, it would be a plus:
 Experience building and designing a DevOps first way of working
 Demonstrated excellence writing production Python, Java, Scala, Go, and/or C#/C++
 Practical experience with agile software development and DevOsps-forward ways of working
 Demonstrated experience building reusable components on top of the CNCF ecosystem including platforms like Kubernetes (or similar ecosystem)
 Metrics-first mindset
 #LI-GSK
 #GSKOnyx
 #GSKDSDE2022
 #GSKDEN2022
 
 Why GSK?
 Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance, and trust, the successful candidate will demonstrate the following capabilities:
 Operating at pace and agile decision making – using evidence and applying judgement to balance pace, rigour, and risk.
 Committed to delivering high-quality results, overcoming challenges, focusing on what matters, execution.
 Continuously looking for opportunities to learn, build skills and share learning.
 Sustaining energy and wellbeing
 Building strong relationships and collaboration, honest and open conversations.
 Budgeting and cost consciousness
 GSK offers a competitive compensation package inclusive of the following: Competitive base salary, annual bonus based on company performance, access to healthcare and wellbeing programs, retirement savings program, paid time off, and employee recognition programs which reward exceptional achievements. The salary range for this role is: $145,877 to $197,363
 GSK is a global biopharma company with a special purpose – to unite science, technology and talent to get ahead of disease together – so we can positively impact the health of billions of people and deliver stronger, more sustainable shareholder returns – as an organisation where people can thrive. Getting ahead means preventing disease as well as treating it, and we aim to impact the health of 2.5 billion people around the world in the next 10 years.
 Our success absolutely depends on our people. While getting ahead of disease together is about our ambition for patients and shareholders, it’s also about making GSK a place where people can thrive. We want GSK to be a workplace where everyone can feel a sense of belonging and thrive as set out in our Equal and Inclusive Treatment of Employees policy. We’re committed to being more proactive at all levels so that our workforce reflects the communities we work and hire in, and our GSK leadership reflects our GSK workforce.
 If you require an accommodation or other assistance to apply for a job at GSK, please contact the GSK Service Centre at 1-877-694-7547 (US Toll Free) or +1 801 567 5155 (outside US).
 GSK is an Equal Opportunity Employer and, in the US, we adhere to Affirmative Action principles. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.
 At GSK, the health and safety of our employees are of paramount importance. As a science-led healthcare company on a mission to get ahead of disease together, we believe that supporting vaccination against COVID-19 is the single best thing we can do in the US to ensure the health and safety of our employees, complementary workers, workplaces, customers, consumers, communities, and the patients we serve.
 GSK has made the decision to require all US employees to be fully vaccinated against COVID-19, where allowed by state or local law and where vaccine supply is readily available. The only exceptions to this requirement are employees who are approved for an accommodation for religious, medical or disability-related reasons.
 Important notice to Employment businesses/ Agencies
 GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.
 Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSK’s compliance to all federal and state US Transparency requirements. For more information, please visit GSK’s Transparency Reporting For the Record site.
 To apply to this job, click Apply Now
 Show Less
 Report",4.1,GSK,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,10000+,MA,data scientist,senior,0.45

Product Engineer II - Real-Time & Big Data,98800,"Overview:
 In this position, you will bring locations to life with ArcGIS Velocity, Workflow Manager, and Geotrigger. You will work to identify and define customer requirements and build and release high quality software. In addition, you'll have the opportunity to run automation tests, monitor tests, and perform scripting using Python.
 The Professional Services division is the consulting and implementation arm of Esri. We break ground in new markets, push the technology envelope and ultimately deliver transformational solutions to high profile clients worldwide. The Professional Services organization is comprised of nearly 1,000 talented business and technical professionals who strive every day to help our users be successful.
 Responsibilities:
 Work with software developers to design, build, test, and release high quality software
 Communicate with product users to identify product requirements and advocate for their needs throughout the software development lifecycle
 Research throughout industry standards and specifications to translate requirements to software design
 Develop support systems to ensure quality software through robust automated functional and performance testing
 Provide best practices, user documentation, demonstrations, and technical assistance for the product
 Collaborate in focused team efforts the design lifecycle
 Leverage the knowledge of the target audience to better understand business trends, customer communities, and go-to-market strategies
 Requirements:
 2+ years of professional experience in a similar position supporting similar responsibilities
 Experience developing, executing, and interpreting automated, functional, regression, and performance tests
 Experience with scripting in Python
 Enthusiasm for improving software capabilities for end users in real-world application
